ranking,url,title,region,time,director,actor,1 week culmulative income,all culmulative income,duration,type,rating
44,https://www.maoyan.com/films/2039,末代皇帝,英国,1987/10/4,['贝纳尔多·贝托鲁奇'],"['尊龙', '陈冲', '彼得·奥图尔', '邬君梅', '英若诚', '黄自强', '卢燕', '陈凯歌', '黄文捷', '于莉', '陈述', '王彪', '里克·扬', '田川洋行', '康斯坦丁·格雷戈里', '蔡鸿翔', '区亨利', '张天民', '武俊', '坂本龙一', '马吉·汉', '苟杰德', 'Fumihiko Ikeda', '理查德·吴', '皱缇格', 'Guang Fan', '亨利·基', 'Alvin Riley III', '高松英郎', 'Hajime Tachibana', '鲍皓昕', '张良斌', '梁冬', 'Zhendong Dong', 'Jiechen Dong', '宋怀桂', '邵茹贞', 'Guangli Li', 'Xu Chunqing', 'Hongnian Luo', 'Shihong Yu', '黄汉琪', 'Jingping Cui', 'Junguo Gu', 'Xu Tongrui', 'Fusheng Li', 'Shuyan Cheng', '张大星', 'Ruigang Zu', 'Yuan Jin', 'Akira Ikuta', 'Michael Vermaaten', 'Matthew Spender', 'Xinmin Cui', 'Shigang Luo', 'Guang Ma', 'Baozong Yang', 'Hongchang Yang', 'Lingmu Zhang', '吴涛', '蓝天野', '樊光耀', '黄志强', '劳力', '户田 惠子', '丹尼斯·邓恩', '王涛', '程淑艳', 'Constantine Gregory', 'Lucia Hwong', '石凉']",,,163,['剧情'],8.8
45,https://www.maoyan.com/films/1284164,西西里的美丽传说,美国,2000/10/26,['朱塞佩·托纳多雷'],"['莫妮卡·安娜·玛丽亚·贝鲁奇', '朱塞佩·苏尔法罗', '玛蒂尔德·皮亚纳', '埃丽萨·莫鲁奇', '奥罗拉·夸特罗基', '露琪亚·萨多', '安东内洛·普利西', '瓦尼·布拉马蒂', 'Salvatore Martino', 'Noam Morgensztern', 'Pietro Notarianni', 'Gaetano Aronica', 'Luciano Federico', 'Gilberto Idonea', 'Gabriella Di Luzio', 'Maria Terranova', 'Vitalba Andrea', 'Franco Catalano', 'Totò Borgese', 'Ornella Giusto', 'Angelo Battista', 'Claudio Castrogiovanni', 'Patrizia De Libero', 'Giovanni Febraro', 'Turi Killer', 'Giovanni Martorana', 'Claudio Piano', 'Agostino Scuderi', 'Angelo Pellegrino', 'Pippo Provvidenti', 'Marcello Catalano', 'Domenico Gennaro', 'Giuseppe Pattavina', 'Emanuele Gullotto', 'Claudia Muzi', 'Conchita Puglisi', 'Paola Pace', 'Adelaide Alessi', '亚历山德罗·克雷莫纳', 'Fabrizio Ferracane', 'Antonio Fulfaro', 'Antonio Pellegrino', 'Orio Scaduto', 'Fausto Siddi']",,,109,"['剧情', '爱情', '战争']",8.2
46,https://www.maoyan.com/films/553231,心灵奇旅,美国,2020/12/25,"['彼特·道格特', '坎普·鲍尔斯']","['杰米·福克斯', '蒂娜·菲', '菲利西亚·拉斯海德', '阿米尔-哈利卜·汤普森', '戴维德·迪格斯', '罗德莎·琼斯', '科拉·尚波米耶', '格拉汉姆·诺顿', '瑞秋·豪斯', '艾莉丝·布拉加', '理查德·艾欧阿德', '唐尼尔·琼斯', '安吉拉·贝塞特', '马戈·霍尔', '韦斯·斯塔迪', '莎奇娜·嘉福瑞', '福琼·费姆斯特', '卡鲁姆·格兰特', '泽诺比娅·谢罗夫', '朱恩·斯奎布', '凯茜·卡瓦蒂妮', '罗纳尔多·德尔·卡门', '埃利萨皮·艾萨克', '杰森·佩斯', '约翰·拉岑贝格', '山姆·拉瓦尼诺', '劳拉·穆尼', 'Esther Chae', 'Avery Kidd Waddell', '罗德莎·琼斯', 'Peggy Flood', 'Jeannie Tirado', 'Dorian Lockett']",3617,37618,101,"['动画', '喜剧', '冒险']",9.2
47,https://www.maoyan.com/films/182,让子弹飞,中国大陆,2010/12/16,['姜文'],"['姜文', '周润发', '葛优', '刘嘉玲', '姜武', '廖凡', '周韵', '陈坤', '张默', '冯小刚', '胡军', '马元', '苗圃', '白冰', '文祥', '危笑', '姚橹', '胡明', '杜奕衡', '李静', '邵兵', '姜洪齐', '周蟠', '方志丹', '郭俊立', '黄西妮', '杨奇雨', '紺野千春', '高木天', '洼田美香', '田场惠美子', '长谷川多惠子', '户泽早季', '栗城理惠', '高久保康子', '宫城保奈美', '三桥叶子', '福田佳兴', '石仓初美', '中原明子', '内田麻里', '陈磊', '赵铭', '吴昔果', '沙瑀', '马珂', '宣晓鸣', '岳红', 'Yi-Heng Du', '李京', 'Aaron Shang']",,63675,132,"['剧情', '喜剧', '动作', '西部']",8.5
48,https://www.maoyan.com/films/18318,本杰明·巴顿奇事,美国,2008/12/25,['大卫·芬奇'],"['布拉德·皮特', '凯特·布兰切特', '塔拉吉·P·汉森', '朱莉娅·奥蒙德', '芳妮·A·钱勃丝', '伊莱亚斯·科泰斯', '迈克尔·沃兹尼亚克', 'Brianna Womick', 'Autumn Withers', 'Gelsey Weiss', '丹尼尔文森特', 'Jennifer Toffel', '劳伦·斯温尼', '特里·李·史密斯', 'Chaz Smith', 'Robert W. Savina', 'Ross Rouillier', 'Nick Reasons', 'Michael Owens', '杰伊·奥利弗', 'Angelina McCoy', 'Alec Mazo', 'Audrey Lynn', 'Heather Lipson', 'Naima Imani Lett', '埃尔顿·勒布朗', '辛西亚·勒布朗', 'Jonathan Lane', 'Nadyia Jones', 'Jeffrey Scott Jones', '希洛·朱莉-皮特', 'Christopher Karl Johnson', '格兰特·杰姆斯', 'Rhonda Huete', 'Emily Howe', 'Tim Harvey', 'Aaron Jennings Hartnell', 'Bob Harter', 'Derrick Guidry', '马莱丽·格雷迪', 'Victoria Goulet', '杰拉尔丁·格伦', '西蒙娜·爱丽丝·吉拉德', 'Debby Gaudet', '加瑞特·法贝斯', 'Joe Fontana', '路易斯迪普伊', 'Walter Delmar', '艾玛·德吉斯泰德特', 'Lori Enterline', '比安卡 罗', '克雷·钱柏林', 'Melissa Cabrera', '梅根·布朗', '伊芙·布伦特', 'Brett Beoubay', 'Dewayne Bateman', 'Aliane Baquerot', 'Leslie Augustine', 'Craig Sawyer', 'Katherine Crockett', 'Jessica Cropper', 'Charles Henry Wyson', '钱德勒·坎特布瑞', '斯宾塞·丹尼尔斯', '迪内·泰勒', '乔伊·比索奈特', '罗斯·布莱克维尔', 'Katta Hules', '路易斯·赫特哈姆', 'Ashley Nolan', '威尔伯·菲茨杰拉德', '艾德里安·阿马斯', '德文·泰勒', '斯蒂芬·泰勒', 'Myrton Running Wolf', 'Taren Cunningham', 'David Paterson', '蒂尔达·斯文顿', '伊利亚·沃洛克', '乔什·斯图沃特', '里奇蒙德·阿奎特', '克里斯托弗·马克斯韦尔', '约书亚·德罗什', '唐·克里奇', '汤姆·埃沃雷特', '麦迪逊·贝蒂', 'Yasmine Abriel', 'Sonya Leslie-Shepherd', '杰瑞德·哈里斯', '罗伯特·陶尔斯', 'Edith Ivey', '克莱·卡伦', '泰德·汉森', '艾丽·范宁', '菲利斯·萨莫维尔', 'Troi Bechet', 'Rampai Mohadi', '兰斯·E·尼克尔斯', 'Paula Gray', '彼特·唐纳德·巴达拉曼迪二世', 'Marian Zinser', 'Danny Nelson', ""Patrick Thomas O'Brien"", '菲奥娜·黑尔', '马赫沙拉·阿里', '乔安娜·塞勒', '大卫·詹森', '丹尼·文森', '杰森·弗莱明', 'Ed Metzger', 'Earl Maddox', 'Jacob Wood', '唐娜·杜普兰提尔', 'Jacob Tolano', 'Blake Balu', 'Allen Boudreaux', 'David E. Brown', 'Marianne Filali', 'Ron Flagge', 'Zuri Goldman', 'Cody Green', 'Alim Kouliev', '贝尼·利威', 'Kevin Lorio', 'Veleska Mosichmiller', 'Ian Novotny', 'Antonia Kanischtscheff', 'Shawn Ramagos', 'Andy Sims', 'Logan Douglas Smith', '丹尼斯·托马斯IV', 'Yvette Tucker', 'Gerrold Vincent', 'Jearl Vinot', '特德·曼森', '伊利亚·沃里克', '吕良伟', '陈百祥', '李泳豪', '林建明', '林俊贤', 'David Ross Paterson', 'Marion Zinser', 'Sonya Leslie']",,,166,"['剧情', '爱情', '奇幻']",8.8
49,https://www.maoyan.com/films/1291,搏击俱乐部,美国,1999/9/10,['大卫·芬奇'],"['爱德华·哈里森·诺顿', '布拉德·皮特', '海伦娜·伯翰·卡特', '米特·洛夫', '扎克·格雷尼尔', '里奇蒙德·阿奎特', '戴维·安德鲁斯', '乔治·马奎尔', '欧根妮·邦杜兰特', 'Christina Cabot', ""Sydney 'Big Dawg' Colston"", 'Rachel Singer', 'Christie Cronenweth', '蒂姆·德·赞', 'Ezra Buzzington', 'Dierdre Downing-Jackson', '鲍勃·斯蒂芬森', '查理·戴尔', '罗布·兰扎', '大卫·李·史密斯', '霍特·麦克卡兰尼', '乔伊·比索奈特', '艾恩·贝利', '埃文·米兰德', '罗比·罗宾逊', 'Lou Beatty Jr', 'Thom Gossom Jr', '瓦莱丽·比克福德', '杰瑞德·莱托', 'Peter Iacangelo', 'Carl Ciarfalio', '斯图尔特·布朗伯格', '托德·皮尔斯', '马克·菲特', '马特·温斯顿', '金在骏', 'Bennie Moore', '劳伦·桑切斯', '帕特·麦克纳马拉', 'Tyrone R. Livingston', '欧文·马斯特森', '大卫·吉恩·托马斯', '保罗·卡拉夫特斯', '克里斯托弗·约翰·菲尔兹', 'Anderson Bourell', 'Scotch Ellis Loring', '迈克尔·肖姆斯·维尔斯', 'Andi Carnick', '爱德华·科瓦尔奇克', '伦纳德·特莫', 'Van Quattro', 'Markus Redmond', '迈克尔·吉拉尔丹', '保罗·狄龙', '杰伊男爵', 'Marcio Rosario', 'Eddie Hargitay', 'Brian Tochi', 'Gökhan Öncel', 'Michael Zagst', 'Trey Ore', 'Tom Falzone', 'Tom Dallace', 'Matt Cinquanta', '吉姆詹金斯', 'Alekxia Valdez', '格雷戈里·席尔瓦', 'Chad Randau', 'J.T. Pontino', 'Hugh Peddy', '路易斯·奥尔蒂斯', '凯文·斯科特·麦克', '贾瓦拉', '菲尔霍恩', '迈克尔·阿瑟', '大卫·安德鲁斯', 'Edward Kowalczyk']",,,139,"['剧情', '动作', '悬疑', '惊悚']",8.8
50,https://www.maoyan.com/films/243,阿凡达,美国,2010/1/4,['詹姆斯·卡梅隆'],"['萨姆·沃辛顿', '佐伊·索尔达娜', '米歇尔·罗德里格兹', '西格妮·韦弗', '史蒂芬·朗', '吉奥瓦尼·瑞比西', '乔·大卫·摩尔', '拉兹·阿隆索', '希·庞德', '韦斯·斯塔迪', '迪利普·劳', '马特·杰拉德', '肖恩·安东尼·莫兰', '杰森·怀特', '斯科特·劳伦斯', '凯利·基尔戈', 'J. Patrick Pitts', '肖恩·帕特里克·墨菲', '彼得·狄龙', '凯文·多曼', '凯尔森·亨德森', '大卫·范·霍恩', '雅克布·托毛里', 'Michael Blain-Rozgay', 'Jon Brent Curry', 'Julene Renee', '卢克·霍克', '伍迪·舒尔茨', '彼得·门萨', 'Sonia Yee', '伊拉姆·崔', 'Kyla Warren', 'Chris Mala', 'Nikki（昵称', 'Jamie Harrison', '迪恩·诺斯利', 'Nikie Zambo', 'Brandon Jelkes', 'Mike Bodnar', '约瑟夫·米卡-亨特', '泰瑞·诺塔里', '凯·潘塔诺', 'Logan Pithyou', '艾丽西娅·维拉-贝利', 'Jahnel Curfman', 'Lisa Roumain', '黛布拉·威尔逊', 'Taylor Kibby', 'Jodie Landau', 'Julie Lamm', 'Cullen B. Madden', 'Joseph Brady Madden', 'Frankie Torres', 'Austin Wilson', 'Sara Wilson', 'Tamica Washington-Miller', 'Lucy Briant', 'Nathan Meister', 'Gerry Blair', '马修·张伯伦', 'Paul Yates', 'Wray Wilson', '詹姆斯·盖林', 'Melvin Leno Clark III', 'Carvon Futrell', 'Micah Moch', 'Hanniyah Muhammad', 'Christopher Nolen', 'Christa Oliver', 'April Thomas', 'Bravita A. Threatt', 'Raja', 'Jodie Taylor', '理查德·怀特赛德', 'Anthony Ingruber', 'Allan Henry', 'Stuart Pollock', 'Colin Bleasdale', 'Matt Clayton', 'Ashley Jeffery', 'Gareth Ruck', 'Rhian Sheehan', 'T.J. Storm', '拉斯科·阿特金斯', 'Tim Mansell', 'Ken Ohara', 'Luis G. Portillo', '詹姆斯·霍纳', '陆建艺', '季冠霖', '詹姆斯·皮特', '乔尔·摩尔']",,171507,162,"['动作', '科幻', '冒险']",9.4
51,https://www.maoyan.com/films/1332,美国往事,意大利,2015/4/23,['赛尔乔·莱翁内'],"['罗伯特·德尼罗', '詹姆斯·伍兹', '伊丽莎白·麦戈文', '詹妮弗·康纳利', '乔·佩西', '塔斯黛·韦尔德', '斯科特·科菲', '理查德·詹姆斯·布莱特', '詹姆斯·拉索', '克莱姆·卡塞塔', '保罗·赫尔曼', 'Richard Zobel', 'Baxter Harris', '玛西娅·让·库尔茨', '爱丝黛儿·哈里斯', '查克·洛', '斯科特·提勒', '鲁斯蒂·雅各布斯', '特里特·威廉斯', '威廉·弗西斯', '詹姆斯·海登', '拉里·拉普', '丹尼·爱罗', '波特·杨', '达兰妮·弗鲁格', 'Dutch Miller', '罗伯特·哈珀', 'Gerard Murphy', 'Amy Ryder', '奥丽娃·维拉索布罗斯', '马里奥·布雷加', 'Ray Dittrich', 'Frank Gio', '卡伦谢罗', 'Angelo Florio', '布莱恩·布鲁姆', '阿德里安·柯兰', '迈克·莫内蒂', '诺亚·莫扎兹', 'Frankie Caserta', 'Joey Marzella', 'Frank Sisto', 'Jerry Strivelli', '朱莉·科恩', 'Marvin Scott', 'Mike Gendel', 'Ann Neville', 'Joey Faye', 'Linda Ipanema', '坦迪·克罗宁', '阿诺恩·米尔坎', 'Bruno Iannone', 'Marty Licata', '理查德·弗让吉', 'Gerritt Debeer', 'Alexander Godfrey', 'Cliff Cudney', 'Paul Farentino', '布鲁斯·巴伦堡', 'Mort Freeman', 'Sandra Solberg', 'Jay Zeely', 'Massimo Liti', '塞尔瓦托雷·比拉', 'Matteo Cafiso', 'Nelson Camp', 'Francesca Leone', '赛尔乔·莱翁内', '艾米·莱德', 'Richard M. Fleming', '路易丝·弗莱彻']",,,229,"['剧情', '犯罪']",9.1
52,https://www.maoyan.com/films/23127,窃听风暴,德国,2006/3/23,['弗洛里安·亨克尔·冯·多纳斯马尔克'],"['乌尔里希·穆埃', '塞巴斯蒂安·科赫', '马蒂娜·格德克', '乌尔里希·图库尔', '托马斯·席尔梅', '托马斯·阿诺德', '汉斯-尤韦·鲍尔', '路德韦格·布洛克伯格', 'Werner Dähn', '查理·哈纳', '沃克马·克莱纳特', '赫伯特•奈普', '辛纳克·勋纳曼', '巴斯蒂安·特罗斯特', '玛丽·格鲁伯', 'Volker Michalowski', '马丁·布拉姆巴赫', '保罗·法格斯纳赫特', '迈克尔·格伯', '马提亚斯·布伦纳', 'Paul Maximilian Schüller', 'Ralf Ehrlich', '胡伯图斯·哈特曼', 'Susanna Kraus', 'Gabi Fleming', 'Fabian von Klitzing', 'Harald Polzin', 'Sheri Hagen', '吉塔·施维赫夫', '希尔德加德·斯罗德', '伊嘉·比肯费尔德', '凯·伊沃·保利兹', 'Elja-Dusa Kedves', 'Philipp Kewenig', 'Jens Wassermann', 'Ernst-Ludwig Petrowsky', 'Manfred Ludwig Sextett', 'Anabelle Munro', '克劳斯·芒斯特', '维尔纳·德恩', '马蒂娜·戈黛特', '乌尔里奇·图克尔']",,,137,"['剧情', '悬疑']",9
53,https://www.maoyan.com/films/614,飞屋环游记,美国,2009/8/4,"['彼特·道格特', '鲍勃·彼德森']","['爱德华·阿斯纳', '乔丹·长井', '鲍勃·彼德森', '克里斯托弗·普卢默', '戴尔里·林多', '约翰·拉岑贝格', '杰罗姆·兰福特', '大卫·卡耶', '米凯·麦高万', '丹尼·曼', '唐纳德·富利洛夫', '杰斯·哈梅尔', '乔什·库雷', '艾丽·道克特', '杰里米·利里', '马克·安德鲁斯', '鲍伯·伯根', '布兰达∙查普曼', 'Emma Coats', '约翰·齐甘', '保罗·伊丁', '托尼·弗希勒', '特蕾莎·甘泽尔', '雪莉·琳', '拉瑞恩·纽曼', '泰迪·牛顿', '杰夫·皮金', '瓦莱丽·拉普安特', '扬·拉布森', 'Bob Scott', 'Sebastian Warholm', '彼特·道格特', '马克∙安德鲁斯']",,7906,96,"['剧情', '喜剧', '动画', '冒险']",8.9
54,https://www.maoyan.com/films/1314,天使爱美丽,法国,2001/4/25,['让-皮埃尔·热内'],"['奥黛丽·塔图', '马修·卡索维茨', '吕菲斯', '洛莱拉·克拉沃塔', '塞尔·梅林', '加梅勒·杜布兹', '克洛蒂尔德·莫莱特', '克莱尔·莫里耶', '伊莎贝尔·南蒂', '多米尼克·皮诺', '艾特·迪·彭吉云', '友兰达·梦露', '于尔班·康塞利埃', '莫里斯·贝尼舒', '米歇尔·罗班', '安德烈·达芒', '克劳德·佩龙', '阿尔梅尔', '迪基·奥尔加多', 'Kevin Fernandes', '弗洛拉·吉耶', '阿莫里·巴博尔', '安德烈·杜索里埃', '欧仁·贝蒂埃', '马里昂·皮斯伯格', 'Charles-Roger Bour', 'Luc Palun', 'Fabienne Chaudat', '多米尼克·贝滕费尔德', 'Jacques Viala', '法比安·贝哈', '乔纳森·乔斯', 'Jean-Pierre Becker', '让·达里', 'Thierry Gibault', 'François Bercovici', 'Franck Monier', '纪尧姆·维里', 'Valérie Zarrouk', '玛丽-洛尔·德库洛', '苏菲·特里耶', 'Gérald Weingand', 'François Viaur', 'Paule Daré', '马克·阿米约', 'Myriam Labbé', '让·鲁珀特', '弗兰基·佩恩', '朱丽安娜·科瓦奇', '菲利普·帕布兰克', 'Mady Malroux', 'Monette Malroux', 'Robert Gendreu', '瓦莱丽亚娜·德·维伦纽夫', 'Isis Peyrade', 'Raymonde Heudeline', '克里斯蒂安·波普', 'Thierry Arfeuillères', 'Jerry Lucas', 'Patrick Paroux', 'François Aubineau', 'Philippe Beautier', 'Karine Asure', 'Régis Iacono', '弗兰克-奥利维尔·邦尼特', '阿兰·弗洛瑞特', '让-波尔·布里萨尔', '弗雷德里克·密特朗', 'Dean Baykan', '琼·贝内特', 'Clément Chebli', 'Rudy Galindo', '萨姆·杰克逊', '瓦莱丽·拉布罗', 'Manoush', 'Sister Rosetta Tharpe', '费德里科·马丁·巴哈蒙特斯', '斯宾塞·屈塞', 'Jean-Michel Larqué', 'Thierry Roland', 'Jacques Thébault', '林原惠美', '姜广涛', '米切尔·罗宾', '莫里斯·本尼丘']",,,122,['爱情'],8.4
55,https://www.maoyan.com/films/7431,乱世佳人,美国,1939/12/15,"['乔治·库克', '维克多·弗莱明', '山姆·伍德']","['费雯·丽', '克拉克·盖博', '奥利维娅·德哈维兰', '莱斯利·霍华德', '海蒂·麦克丹尼尔斯', '埃迪·安德森', '托马斯.米切尔', '芭芭拉·欧内尔', '伊夫林·凯耶斯', '乔治·里弗斯', '巴特弗莱·麦昆', '维克托·乔里', '埃弗雷特·布朗', '霍华德·C·希克曼', '兰德·布鲁克斯', '劳拉·霍普·克鲁斯', '哈里·达文波特', '利昂娜·罗伯特', '简·达威尔', '保罗·赫斯特', '卡米·金·肯伦', '欧娜·满森', 'J·M·克里根', 'Jackie Moran', '莉莲·肯布尔-库珀', '米基·库恩', '欧文·培根', '威廉·贝克', '伊莎贝尔·朱尔', '沃德·邦德', '克里夫·爱德华兹', '亚基马·坎纳特', '路易斯·让·埃特', '奥林·霍兰德', '罗伯特·埃利奥特', '玛丽-安德森', 'Eric Alden', '约翰·阿利奇', '罗斯科·阿蒂斯', '特里沃', 'Ralph Brooks', 'Daisy Bufford', 'James Bush', 'Louise Carter', '艾德·钱德勒', 'Wallis Clark', 'Frank Coghlan Jr', '基诺科拉多', 'Luke Cosgrave Luke Cosgrave', '克南·克里普斯', 'Phyllis Douglas', 'Edythe Elliott', '理查德·法恩斯沃斯', '弗兰克·费伦', 'C. Hamilton', 'Shep Houghton', 'Si Jenks', '乔治·米克', '阿尔贝托·莫林', '阿德里安·莫里斯', 'Lee Murray', 'David Newell', '李·费尔普斯', 'Jolane Reynolds', '玛乔丽·雷诺兹', 'Suzanne Ridgeway', 'William Stack', 'William Stelling', 'Harry Strang', 'Emerson Treacy', '安·卢瑟福德', '弗莱德·克莱恩', '奥斯卡·波尔克', '阿丽茜亚·雷特', '卡洛尔·奈', 'Marcella Martin', '艾瑞克·林登', 'Ann Bupp', 'Ruth Byers', 'Gary Carlson', 'Martina Cortina', 'Ned Davenport', 'Joan Drake', 'F. Driver', 'Susan Falligant', 'Kelly Griffin', '乔治·哈卡索恩', 'Evelyn Harding', 'Inez Hatchett', 'Jean Heker', 'Ricky Holt', 'Tommy Kelly', 'W. Kirby', 'William McClain', 'H. Nellman', 'N. Pharr', 'Louisa Robert', 'Azarene Rogers', 'Tom Seidel', '迪克·韦恩·萨莫斯', 'Phillip Trent', 'Julia Ann Tuck', 'Sarah Whitley', 'Zack Williams', 'Lennie Bluett', 'Emmett King', '汤姆·泰勒', 'E·阿兰·沃伦', '布卢·华盛顿', '丹·怀特', '欧内斯特·惠特曼', 'Guy Wilkerson', '约翰·雷', 'Horace Bernard Carpenter', 'Shirley Chambers', '比利·库克', ""Yola d'Avril"", 'Lester Dorr', 'Col. Timothy J. Lonergan', '玛格丽特·曼', '查尔斯·米德尔顿', '斯科特·西顿', 'Dale Van Sickel', '何俊轩', '查曼若', '彭河', '吴文伦', '唐烨', '李守贞', '奥莉薇·黛·哈佛兰', 'Victor Jory', 'Harry Davenport', 'Paul Hurst', 'Olin Howland', 'Robert Elliott', 'George Hackathorne', 'Alberto Morin', 'Dan White', 'Charles Middleton', '摩根·布朗', 'Patrick Curtis', 'Marvin Davis', 'Dolores Dean', 'Dawn Dodd', 'Lucille Harding', 'Claire James', 'Jerry James', 'Leona McDowell', 'Lola Milliorn', 'Hans-Joachim Moebis', 'Jeanette Noeson', 'Spencer Quinn', 'Terry Shero', 'Stephanie Toler', 'Rita Waterhouse', 'John Joseph Waterman Jr', 'Phyllis Woodward', 'Dorothy Barrett', 'Janet Barrett', 'Russell Custer', 'Geraldine Fissette', 'Geraldine Fizette', '皮切丝·杰克逊', 'Barbara Lynn Peden']",,,238,"['剧情', '爱情', '历史', '战争']",9.1
56,https://www.maoyan.com/films/1322,飞越疯人院,美国,1975/11/19,['米洛斯·福尔曼'],"['杰克·尼科尔森', '路易丝·弗莱彻', '威尔·萨姆森', '丹尼·德维托', '克里斯托弗·洛伊德', '西德尼·拉斯克', '文森特·斯卡维利', '布拉德·道里夫', '威廉·雷德菲尔德', '迈克尔·贝里曼', '彼得·布罗科', '迪恩·R·布鲁克斯', '威廉·达尔', '乔西普·艾利克', '斯加特曼·克罗索斯', '穆瓦科·卡姆布卡', '阿伦佐·布朗', 'Lan Fendors', '内森·乔治', '米斯·斯马尔', '路易莎·莫里茨', '肯·肯尼', '索尔·扎恩兹', '安吉利卡·休斯顿', '梅尔·兰伯特', '凯·李', '德怀特·马费尔德', '特德·马克兰德', '菲利普·罗斯', '米米·萨奇席恩', '德罗斯·V·史密斯', 'Tin Welch', 'Tom McCall', 'James V. Shore', '奥黛丽·兰德斯', '米洛斯·福尔曼', '迈克尔·道格拉斯', '柯克·道格拉斯', '博·古德曼', '肯·凯西', '厄比·史密斯']",,,133,['剧情'],8.8
57,https://www.maoyan.com/films/11473,美丽心灵,美国,2001/12/13,['朗·霍华德'],"['罗素·克劳', '詹妮弗·康纳利', '艾德·哈里斯', '克里斯托弗·普卢默', '保罗·贝坦尼', '亚当·戈德堡', '乔什·卢卡斯', '朗·霍华德', '安东尼·拉普', '贾森·加里-斯坦福德', '贾德·赫希', '奥斯汀·潘德尔顿', '维克多·斯坦巴赫', 'Jesse Doran', '罗伊·辛尼斯', '谢丽尔·霍华德', '兰斯·霍华德', '简·詹金斯', '乔什·帕斯', '蒂格尔·F·伯格里', '迈克尔·埃斯佩尔', 'Eva Burkley', 'Dr. Isadore Rosenfeld', 'Tommy Allen', 'Tom McNutt', '小艾德.朱普', 'Lloyd Baskin', 'James Thomas Bligh', '丹·陈', '杰森·霍顿', '迈克尔·C·皮尔斯', '约翰托宾', 'Sean Bennett', '乔纳·福尔肯', '法布里奇奥·范特', 'Charles McClelland', '肖恩·里德', 'Jonathan Marc McDonnell', '罗伯特·迈尔斯', 'Charles Pendleton', 'Douglas Taurel', 'Michael Fiore', '埃文·哈特', 'Erik Van Wyck', 'Jeffrey Christopher Todd', 'Alex Tanaka', 'Dave Sweeney', 'Ned Stuart', 'Susan Quigley', '米尔斯·彼埃尔', '里德·彭尼', 'Gregory Gordon', '斯科特·费恩斯特罗姆', 'Berly Ellis', 'Sean Dillon', 'Scott Addison Clay', '理查·布莱恩特', '凯德·比特纳', 'Bob Broder', 'Logan McCall', 'Betsy Klompus', 'Kathleen Fellegara', 'Lyena Nomura', 'Matt Samson', '卡拉·奥奇格罗索', 'Gregory Dress', 'Christopher Stockton', 'Glenn Roberts', 'Will Dunham', 'Brian Keith Lewis', 'Dave Bayer', 'Holly Pitrago', 'Yvonne Thomas', 'Jennifer Weedon', 'Tracey Toomey', '艾米·瓦尔兹', 'David B. Allen', '瓦伦蒂娜·卡迪纳利', 'Alex Toma', 'Darius Stone', 'Anthony Easton', 'Patrick Blindauer', 'Kent Cassella', 'Thomas F. Walsh', '塔尼娅·克拉克', 'Jill M. Simon', '薇薇·卡登尼', '雷吉·奥斯汀', '斯特里奥·萨万特', '迈特·阿尔伯迪', 'Michael Arthur', '费丽娜·巴瑞丝', 'Phil Cirincione', 'Todd Fredericks', '布莱丝·达拉斯·霍华德', 'Vivian Kalinov', 'John Blaylock', 'Liche Ariza', 'Ty Copeman', 'Mike Fitzgerald', 'Dory Manzour', 'Tiffany Marz', '布瑞恩·斯米吉', 'Ryan Tygh', 'Warner Wolf', 'Deborah Baum', 'Michael Tota', '吉莉·西蒙', '詹姆斯·霍纳', '塞斯·盖贝尔', '迈克尔·菲奥里']",,,135,"['剧情', '传记']",8.8
58,https://www.maoyan.com/films/1383,一一,中国台湾,2000/6/26,['杨德昌'],"['吴念真', '金燕玲', '李凯莉', '林孟瑾', '张洋洋', '陈以文', '柯宇纶', '唐如韫', '杨德昌', '尾形一成', '萧淑慎', '曾心怡', '徐淑媛', '张育邦', '陈希圣', '许安安', '柯素云', '陶大宇', 'Kai-Li Peng', '唐从圣', '戴立忍', '陶传正', '宋少卿', '孙法钧', '津田健次郎', '李永丰', '江惠惠', '刘亮佐', '范瑞君', 'Chi-Tung Yu', '罗北安', '邓安宁', '苗子杰', '杨淇', 'Kiyotaka Ueno', 'Christian Storms', 'Shi-hui Chin', 'Kuo-Chih Shu', 'Mei-Yun Yu', 'Antonio Lee', 'Yuen-Cheng Cheng', '李键昌', '徐珪莹', 'Shih-Ping Yang', '杨谨华', 'Cheng-Wan Pieh', 'Shih-hue Tu', '毛训容']",,,173,"['剧情', '爱情', '家庭']",8.9
